date,season,fav_team,dog_team,spread,actual_margin,error,home,fav_rest,dog_rest,rest_diff_raw,rest_diff,anomalous
2020-03-10,2019-20,Chicago Bulls,Cleveland Cavaliers,3.5,5,1.5,1,2,2,0,-0.11667822468793343,1
2020-03-10,2019-20,Houston Rockets,Minnesota Timberwolves,12.5,6,-6.5,1,2,2,0,-0.11667822468793343,1
2020-03-10,2019-20,Memphis Grizzlies,Orlando Magic,2.0,-5,-7.0,1,3,2,1,0.8833217753120666,1
2020-03-10,2019-20,Dallas Mavericks,San Antonio Spurs,2.5,-10,-12.5,0,2,2,0,-0.11667822468793343,1
2020-03-10,2019-20,Portland Trail Blazers,Phoenix Suns,3.5,16,12.5,1,3,2,1,0.8833217753120666,1
2020-03-10,2019-20,Los Angeles Lakers,Brooklyn Nets,12.0,-2,-14.0,1,2,2,0,-0.11667822468793343,1
2020-03-10,2019-20,Los Angeles Clippers,Golden State Warriors,12.5,24,11.5,0,2,3,-1,-1.1166782246879334,1
2020-03-11,2019-20,Atlanta Hawks,New York Knicks,4.0,-5,-9.0,1,2,1,1,0.8833217753120666,1
2020-03-11,2019-20,Philadelphia 76ers,Detroit Pistons,11.0,18,7.0,1,4,3,1,0.8833217753120666,1
2020-03-11,2019-20,Miami Heat,Charlotte Hornets,10.0,-11,-21.0,1,3,2,1,0.8833217753120666,1
2020-03-11,2019-20,Denver Nuggets,Dallas Mavericks,1.0,-16,-17.0,0,2,1,1,0.8833217753120666,1
2020-07-30,2019-20,New Orleans Pelicans,Utah Jazz,1.0,-2,-3.0,1,5,5,0,-0.11667822468793343,1
2020-07-30,2019-20,Los Angeles Lakers,Los Angeles Clippers,1.0,2,1.0,1,5,5,0,-0.11667822468793343,1
2020-07-31,2019-20,Orlando Magic,Brooklyn Nets,6.0,10,4.0,0,5,5,0,-0.11667822468793343,1
2020-07-31,2019-20,Portland Trail Blazers,Memphis Grizzlies,2.5,5,2.5,1,5,5,0,-0.11667822468793343,1
2020-07-31,2019-20,Phoenix Suns,Washington Wizards,7.5,13,5.5,0,5,5,0,-0.11667822468793343,1
2020-07-31,2019-20,Milwaukee Bucks,Boston Celtics,4.0,7,3.0,1,5,5,0,-0.11667822468793343,1
2020-07-31,2019-20,Sacramento Kings,San Antonio Spurs,2.0,-9,-11.0,0,5,5,0,-0.11667822468793343,1
2020-07-31,2019-20,Houston Rockets,Dallas Mavericks,1.0,4,3.0,0,5,5,0,-0.11667822468793343,1
2020-08-01,2019-20,Los Angeles Clippers,New Orleans Pelicans,5.5,23,17.5,1,2,2,0,-0.11667822468793343,1
2020-08-01,2019-20,Philadelphia 76ers,Indiana Pacers,3.5,-6,-9.5,0,5,5,0,-0.11667822468793343,1
2020-08-01,2019-20,Los Angeles Lakers,Toronto Raptors,4.0,-15,-19.0,0,2,5,-3,-3.1166782246879334,1
2020-08-02,2019-20,Brooklyn Nets,Washington Wizards,1.5,8,6.5,1,2,2,0,-0.11667822468793343,1
2020-08-02,2019-20,Boston Celtics,Portland Trail Blazers,4.5,4,-0.5,1,2,2,0,-0.11667822468793343,1
2020-08-02,2019-20,Memphis Grizzlies,San Antonio Spurs,2.5,-2,-4.5,1,2,2,0,-0.11667822468793343,1
2020-08-02,2019-20,Orlando Magic,Sacramento Kings,3.0,16,13.0,1,2,2,0,-0.11667822468793343,1
2020-08-02,2019-20,Milwaukee Bucks,Houston Rockets,4.0,-4,-8.0,0,2,2,0,-0.11667822468793343,1
2020-08-02,2019-20,Dallas Mavericks,Phoenix Suns,5.5,-2,-7.5,0,2,2,0,-0.11667822468793343,1
2020-08-03,2019-20,Toronto Raptors,Miami Heat,3.0,4,1.0,0,2,2,0,-0.11667822468793343,1
2020-08-03,2019-20,Indiana Pacers,Washington Wizards,7.5,11,3.5,0,2,1,1,0.8833217753120666,1
2020-08-03,2019-20,Oklahoma City Thunder,Denver Nuggets,4.5,-8,-12.5,1,2,2,0,-0.11667822468793343,1
2020-08-03,2019-20,New Orleans Pelicans,Memphis Grizzlies,3.5,10,6.5,1,2,1,1,0.8833217753120666,1
2020-08-03,2019-20,Philadelphia 76ers,San Antonio Spurs,7.0,2,-5.0,1,2,1,1,0.8833217753120666,1
2020-08-03,2019-20,Los Angeles Lakers,Utah Jazz,6.0,8,2.0,0,2,2,0,-0.11667822468793343,1
2020-08-04,2019-20,Milwaukee Bucks,Brooklyn Nets,19.0,-3,-22.0,1,2,2,0,-0.11667822468793343,1
2020-08-04,2019-20,Dallas Mavericks,Sacramento Kings,5.5,4,-1.5,0,2,2,0,-0.11667822468793343,1
2020-08-04,2019-20,Los Angeles Clippers,Phoenix Suns,9.0,-2,-11.0,1,3,2,1,0.8833217753120666,1
2020-08-04,2019-20,Orlando Magic,Indiana Pacers,2.0,-11,-13.0,0,2,1,1,0.8833217753120666,1
2020-08-04,2019-20,Boston Celtics,Miami Heat,3.0,-6,-9.0,0,2,1,1,0.8833217753120666,1
2020-08-04,2019-20,Houston Rockets,Portland Trail Blazers,5.0,-8,-13.0,0,2,2,0,-0.11667822468793343,1
2020-08-05,2019-20,Utah Jazz,Memphis Grizzlies,4.5,9,4.5,1,2,2,0,-0.11667822468793343,1
2020-08-05,2019-20,Philadelphia 76ers,Washington Wizards,10.5,9,-1.5,0,2,2,0,-0.11667822468793343,1
2020-08-05,2019-20,Denver Nuggets,San Antonio Spurs,3.0,6,3.0,0,2,2,0,-0.11667822468793343,1
2020-08-05,2019-20,Los Angeles Lakers,Oklahoma City Thunder,6.0,-19,-25.0,1,2,2,0,-0.11667822468793343,1
2020-08-05,2019-20,Toronto Raptors,Orlando Magic,5.0,10,5.0,0,2,1,1,0.8833217753120666,1
2020-08-05,2019-20,Boston Celtics,Brooklyn Nets,8.5,34,25.5,1,1,1,0,-0.11667822468793343,1
2020-08-06,2019-20,New Orleans Pelicans,Sacramento Kings,4.0,-15,-19.0,0,3,2,1,0.8833217753120666,1
2020-08-06,2019-20,Milwaukee Bucks,Miami Heat,9.5,14,4.5,1,2,2,0,-0.11667822468793343,1
2020-08-06,2019-20,Indiana Pacers,Phoenix Suns,3.0,-15,-18.0,0,2,2,0,-0.11667822468793343,1
2020-08-06,2019-20,Los Angeles Clippers,Dallas Mavericks,4.0,15,11.0,0,2,2,0,-0.11667822468793343,1
2020-08-06,2019-20,Portland Trail Blazers,Denver Nuggets,3.5,10,6.5,0,2,1,1,0.8833217753120666,1
2020-08-06,2019-20,Houston Rockets,Los Angeles Lakers,3.0,16,13.0,1,2,1,1,0.8833217753120666,1
2020-08-07,2019-20,San Antonio Spurs,Utah Jazz,2.5,8,5.5,1,2,2,0,-0.11667822468793343,1
2020-08-07,2019-20,Oklahoma City Thunder,Memphis Grizzlies,3.0,-29,-32.0,0,2,2,0,-0.11667822468793343,1
2020-08-07,2019-20,Sacramento Kings,Brooklyn Nets,4.0,-13,-17.0,0,1,2,-1,-1.1166782246879334,1
2020-08-07,2019-20,Philadelphia 76ers,Orlando Magic,4.0,7,3.0,1,2,2,0,-0.11667822468793343,1
2020-08-07,2019-20,New Orleans Pelicans,Washington Wizards,7.0,11,4.0,1,1,2,-1,-1.1166782246879334,1
2020-08-07,2019-20,Toronto Raptors,Boston Celtics,3.0,-22,-25.0,1,2,2,0,-0.11667822468793343,1
2020-08-08,2019-20,Portland Trail Blazers,Los Angeles Clippers,5.5,-5,-10.5,1,2,2,0,-0.11667822468793343,1
2020-08-08,2019-20,Utah Jazz,Denver Nuggets,2.0,-2,-4.0,0,1,2,-1,-1.1166782246879334,1
2020-08-08,2019-20,Los Angeles Lakers,Indiana Pacers,4.5,-5,-9.5,0,2,2,0,-0.11667822468793343,1
2020-08-08,2019-20,Phoenix Suns,Miami Heat,1.0,7,6.0,0,2,2,0,-0.11667822468793343,1
2020-08-08,2019-20,Milwaukee Bucks,Dallas Mavericks,5.0,-4,-9.0,0,2,2,0,-0.11667822468793343,1
2020-08-09,2019-20,Oklahoma City Thunder,Washington Wizards,9.5,18,8.5,1,2,2,0,-0.11667822468793343,1
2020-08-09,2019-20,Toronto Raptors,Memphis Grizzlies,8.0,9,1.0,1,2,2,0,-0.11667822468793343,1
2020-08-09,2019-20,New Orleans Pelicans,San Antonio Spurs,3.5,-9,-12.5,1,2,2,0,-0.11667822468793343,1
2020-08-09,2019-20,Boston Celtics,Orlando Magic,6.5,3,-3.5,1,2,2,0,-0.11667822468793343,1
2020-08-09,2019-20,Portland Trail Blazers,Philadelphia 76ers,2.0,3,1.0,1,1,2,-1,-1.1166782246879334,1
2020-08-09,2019-20,Houston Rockets,Sacramento Kings,4.5,17,12.5,0,3,2,1,0.8833217753120666,1
2020-08-09,2019-20,Los Angeles Clippers,Brooklyn Nets,13.0,-9,-22.0,1,1,2,-1,-1.1166782246879334,1
2020-08-10,2019-20,Phoenix Suns,Oklahoma City Thunder,2.0,27,25.0,1,2,1,1,0.8833217753120666,1
2020-08-10,2019-20,Utah Jazz,Dallas Mavericks,2.0,-8,-10.0,1,2,2,0,-0.11667822468793343,1
2020-08-10,2019-20,Milwaukee Bucks,Toronto Raptors,5.5,-8,-13.5,1,2,1,1,0.8833217753120666,1
2020-08-10,2019-20,Miami Heat,Indiana Pacers,2.5,22,19.5,1,2,2,0,-0.11667822468793343,1
2020-08-10,2019-20,Los Angeles Lakers,Denver Nuggets,4.0,3,-1.0,1,2,2,0,-0.11667822468793343,1
2020-08-11,2019-20,Orlando Magic,Brooklyn Nets,6.0,-12,-18.0,1,2,2,0,-0.11667822468793343,1
2020-08-11,2019-20,San Antonio Spurs,Houston Rockets,3.0,18,15.0,1,2,2,0,-0.11667822468793343,1
2020-08-11,2019-20,Phoenix Suns,Philadelphia 76ers,8.0,13,5.0,0,1,2,-1,-1.1166782246879334,1
2020-08-11,2019-20,Portland Trail Blazers,Dallas Mavericks,2.0,3,1.0,0,2,1,1,0.8833217753120666,1
2020-08-11,2019-20,Boston Celtics,Memphis Grizzlies,5.5,15,9.5,0,2,2,0,-0.11667822468793343,1
2020-08-11,2019-20,Sacramento Kings,New Orleans Pelicans,1.0,6,5.0,1,2,2,0,-0.11667822468793343,1
2020-08-11,2019-20,Milwaukee Bucks,Washington Wizards,8.0,13,5.0,0,1,2,-1,-1.1166782246879334,1
2020-08-12,2019-20,Houston Rockets,Indiana Pacers,7.0,-4,-11.0,1,1,2,-1,-1.1166782246879334,1
2020-08-12,2019-20,Toronto Raptors,Philadelphia 76ers,8.5,4,-4.5,0,2,1,1,0.8833217753120666,1
2020-08-12,2019-20,Miami Heat,Oklahoma City Thunder,1.5,-1,-2.5,0,2,2,0,-0.11667822468793343,1
2020-08-12,2019-20,Los Angeles Clippers,Denver Nuggets,5.0,13,8.0,0,3,2,1,0.8833217753120666,1
2020-08-13,2019-20,Orlando Magic,New Orleans Pelicans,2.5,6,3.5,1,2,2,0,-0.11667822468793343,1
2020-08-13,2019-20,Memphis Grizzlies,Milwaukee Bucks,1.0,13,12.0,1,2,2,0,-0.11667822468793343,1
2020-08-13,2019-20,San Antonio Spurs,Utah Jazz,7.0,-6,-13.0,0,2,3,-1,-1.1166782246879334,1
2020-08-13,2019-20,Los Angeles Lakers,Sacramento Kings,3.5,-14,-17.5,1,3,2,1,0.8833217753120666,1
2020-08-13,2019-20,Washington Wizards,Boston Celtics,11.0,6,-5.0,0,2,2,0,-0.11667822468793343,1
2020-08-13,2019-20,Phoenix Suns,Dallas Mavericks,6.5,26,19.5,1,2,2,0,-0.11667822468793343,1
2020-08-13,2019-20,Portland Trail Blazers,Brooklyn Nets,9.0,1,-8.0,0,2,2,0,-0.11667822468793343,1
2020-08-14,2019-20,Houston Rockets,Philadelphia 76ers,4.5,-38,-42.5,1,2,2,0,-0.11667822468793343,1
2020-08-14,2019-20,Denver Nuggets,Toronto Raptors,2.5,-8,-10.5,0,2,2,0,-0.11667822468793343,1
2020-08-14,2019-20,Los Angeles Clippers,Oklahoma City Thunder,6.0,4,-2.0,1,2,2,0,-0.11667822468793343,1
2020-08-14,2019-20,Miami Heat,Indiana Pacers,1.0,-17,-18.0,0,2,2,0,-0.11667822468793343,1
2020-12-22,2020-21,Brooklyn Nets,Golden State Warriors,5.5,26,20.5,1,5,5,0,-0.11667822468793343,1
2020-12-22,2020-21,Los Angeles Lakers,Los Angeles Clippers,2.5,-7,-9.5,1,5,5,0,-0.11667822468793343,1
2020-12-23,2020-21,Charlotte Hornets,Cleveland Cavaliers,1.0,-7,-8.0,0,5,5,0,-0.11667822468793343,1
2020-12-23,2020-21,Indiana Pacers,New York Knicks,8.5,14,5.5,1,5,5,0,-0.11667822468793343,1
2020-12-23,2020-21,Miami Heat,Orlando Magic,3.5,-6,-9.5,0,5,5,0,-0.11667822468793343,1
2020-12-23,2020-21,Philadelphia 76ers,Washington Wizards,7.5,6,-1.5,1,5,5,0,-0.11667822468793343,1
2020-12-23,2020-21,Milwaukee Bucks,Boston Celtics,2.5,-1,-3.5,0,5,5,0,-0.11667822468793343,1
2020-12-23,2020-21,Toronto Raptors,New Orleans Pelicans,5.0,-14,-19.0,1,5,5,0,-0.11667822468793343,1
2020-12-23,2020-21,Atlanta Hawks,Chicago Bulls,1.5,20,18.5,0,5,5,0,-0.11667822468793343,1
2020-12-23,2020-21,Memphis Grizzlies,San Antonio Spurs,3.0,-12,-15.0,1,5,5,0,-0.11667822468793343,1
2020-12-23,2020-21,Minnesota Timberwolves,Detroit Pistons,5.5,10,4.5,1,5,5,0,-0.11667822468793343,1
2020-12-23,2020-21,Denver Nuggets,Sacramento Kings,8.0,-2,-10.0,1,5,5,0,-0.11667822468793343,1
2020-12-23,2020-21,Utah Jazz,Portland Trail Blazers,1.5,20,18.5,0,5,5,0,-0.11667822468793343,1
2020-12-25,2020-21,Miami Heat,New Orleans Pelicans,5.0,13,8.0,1,2,2,0,-0.11667822468793343,1
2020-12-25,2020-21,Milwaukee Bucks,Golden State Warriors,8.5,39,30.5,1,2,3,-1,-1.1166782246879334,1
2020-12-25,2020-21,Los Angeles Lakers,Dallas Mavericks,6.5,23,16.5,1,3,2,1,0.8833217753120666,1
2020-12-25,2020-21,Los Angeles Clippers,Denver Nuggets,2.0,13,11.0,0,3,2,1,0.8833217753120666,1
2020-12-26,2020-21,Memphis Grizzlies,Atlanta Hawks,1.0,-10,-11.0,1,3,3,0,-0.11667822468793343,1
2020-12-26,2020-21,Washington Wizards,Orlando Magic,1.0,-10,-11.0,1,3,3,0,-0.11667822468793343,1
2020-12-26,2020-21,Charlotte Hornets,Oklahoma City Thunder,3.0,-2,-5.0,1,3,5,-2,-2.1166782246879334,1
2020-12-26,2020-21,Philadelphia 76ers,New York Knicks,8.0,20,12.0,0,3,3,0,-0.11667822468793343,1
2020-12-26,2020-21,Indiana Pacers,Chicago Bulls,3.0,19,16.0,0,3,3,0,-0.11667822468793343,1
2020-12-26,2020-21,Toronto Raptors,San Antonio Spurs,2.0,-5,-7.0,0,3,3,0,-0.11667822468793343,1
2020-12-26,2020-21,Utah Jazz,Minnesota Timberwolves,8.0,-5,-13.0,1,3,3,0,-0.11667822468793343,1
2020-12-26,2020-21,Phoenix Suns,Sacramento Kings,4.5,-3,-7.5,0,3,3,0,-0.11667822468793343,1
2020-12-26,2020-21,Portland Trail Blazers,Houston Rockets,8.5,2,-6.5,1,3,5,-2,-2.1166782246879334,1
2020-12-27,2020-21,Los Angeles Clippers,Dallas Mavericks,4.5,-51,-55.5,1,2,2,0,-0.11667822468793343,1
2020-12-27,2020-21,New Orleans Pelicans,San Antonio Spurs,5.5,3,-2.5,1,2,1,1,0.8833217753120666,1
2020-12-27,2020-21,Orlando Magic,Washington Wizards,1.5,7,5.5,0,1,1,0,-0.11667822468793343,1
2020-12-27,2020-21,Brooklyn Nets,Charlotte Hornets,7.5,-2,-9.5,0,2,1,1,0.8833217753120666,1
2020-12-27,2020-21,Philadelphia 76ers,Cleveland Cavaliers,5.5,-24,-29.5,0,1,1,0,-0.11667822468793343,1
2020-12-27,2020-21,Milwaukee Bucks,New York Knicks,11.0,-20,-31.0,0,2,1,1,0.8833217753120666,1
2020-12-27,2020-21,Boston Celtics,Indiana Pacers,3.0,-1,-4.0,0,2,1,1,0.8833217753120666,1
2020-12-27,2020-21,Golden State Warriors,Chicago Bulls,2.0,1,-1.0,0,2,1,1,0.8833217753120666,1
2020-12-27,2020-21,Phoenix Suns,Sacramento Kings,3.5,16,12.5,0,1,1,0,-0.11667822468793343,1
2020-12-28,2020-21,Los Angeles Lakers,Minnesota Timberwolves,11.0,36,25.0,1,3,2,1,0.8833217753120666,1
2020-12-28,2020-21,Memphis Grizzlies,Brooklyn Nets,7.0,5,-2.0,0,2,1,1,0.8833217753120666,1
2020-12-28,2020-21,Atlanta Hawks,Detroit Pistons,8.5,8,-0.5,1,2,2,0,-0.11667822468793343,1
2020-12-28,2020-21,Utah Jazz,Oklahoma City Thunder,5.0,1,-4.0,0,2,2,0,-0.11667822468793343,1
2020-12-28,2020-21,Denver Nuggets,Houston Rockets,9.0,13,4.0,1,3,2,1,0.8833217753120666,1
2020-12-28,2020-21,Los Angeles Lakers,Portland Trail Blazers,4.5,-8,-12.5,1,5,2,3,2.8833217753120666,1
2020-12-29,2020-21,Indiana Pacers,Boston Celtics,1.0,-5,-6.0,1,2,2,0,-0.11667822468793343,1
2020-12-29,2020-21,Washington Wizards,Chicago Bulls,4.5,-8,-12.5,1,2,2,0,-0.11667822468793343,1
2020-12-29,2020-21,Golden State Warriors,Detroit Pistons,3.5,10,6.5,0,2,1,1,0.8833217753120666,1
2020-12-29,2020-21,Cleveland Cavaliers,New York Knicks,4.5,-9,-13.5,1,2,2,0,-0.11667822468793343,1
2020-12-29,2020-21,Milwaukee Bucks,Miami Heat,5.0,47,42.0,0,2,4,-2,-2.1166782246879334,1
2020-12-29,2020-21,Orlando Magic,Oklahoma City Thunder,5.0,11,6.0,0,2,1,1,0.8833217753120666,1
2020-12-29,2020-21,Los Angeles Clippers,Minnesota Timberwolves,6.5,23,16.5,1,2,1,1,0.8833217753120666,1
2020-12-29,2020-21,Phoenix Suns,New Orleans Pelicans,3.0,25,22.0,1,2,2,0,-0.11667822468793343,1
2020-12-30,2020-21,Boston Celtics,Memphis Grizzlies,8.5,19,10.5,1,1,2,-1,-1.1166782246879334,1
2020-12-30,2020-21,Milwaukee Bucks,Miami Heat,6.0,-11,-17.0,0,1,1,0,-0.11667822468793343,1
2020-12-30,2020-21,Brooklyn Nets,Atlanta Hawks,6.5,4,-2.5,1,2,2,0,-0.11667822468793343,1
2020-12-30,2020-21,Dallas Mavericks,Charlotte Hornets,8.5,-19,-27.5,1,3,3,0,-0.11667822468793343,1
2020-12-30,2020-21,Los Angeles Lakers,San Antonio Spurs,6.5,14,7.5,0,2,3,-1,-1.1166782246879334,1
2020-12-30,2020-21,Los Angeles Clippers,Portland Trail Blazers,3.5,23,19.5,1,1,2,-1,-1.1166782246879334,1
2020-12-31,2020-21,Indiana Pacers,Cleveland Cavaliers,8.5,20,11.5,1,2,2,0,-0.11667822468793343,1
2020-12-31,2020-21,Washington Wizards,Chicago Bulls,5.0,-3,-8.0,1,2,2,0,-0.11667822468793343,1
2020-12-31,2020-21,Philadelphia 76ers,Orlando Magic,2.0,24,22.0,0,2,2,0,-0.11667822468793343,1
2020-12-31,2020-21,Houston Rockets,Sacramento Kings,3.0,3,0.0,1,3,2,1,0.8833217753120666,1
2020-12-31,2020-21,Toronto Raptors,New York Knicks,9.5,17,7.5,1,2,2,0,-0.11667822468793343,1
2020-12-31,2020-21,New Orleans Pelicans,Oklahoma City Thunder,4.5,33,28.5,0,2,2,0,-0.11667822468793343,1
2020-12-31,2020-21,Utah Jazz,Phoenix Suns,4.0,-11,-15.0,1,3,2,1,0.8833217753120666,1
2021-01-01,2020-21,Boston Celtics,Detroit Pistons,9.5,-3,-12.5,0,2,3,-1,-1.1166782246879334,1
2021-01-01,2020-21,Miami Heat,Dallas Mavericks,1.0,-10,-11.0,0,2,2,0,-0.11667822468793343,1
2021-01-01,2020-21,Charlotte Hornets,Memphis Grizzlies,2.0,-15,-17.0,1,2,2,0,-0.11667822468793343,1
2021-01-01,2020-21,Brooklyn Nets,Atlanta Hawks,6.0,-18,-24.0,1,2,2,0,-0.11667822468793343,1
2021-01-01,2020-21,Los Angeles Lakers,San Antonio Spurs,7.0,6,-1.0,0,2,2,0,-0.11667822468793343,1
2021-01-01,2020-21,Milwaukee Bucks,Chicago Bulls,14.0,30,16.0,1,2,1,1,0.8833217753120666,1
2021-01-01,2020-21,Denver Nuggets,Phoenix Suns,4.5,-3,-7.5,1,3,1,2,1.8833217753120666,1
2021-01-01,2020-21,Los Angeles Clippers,Utah Jazz,2.0,-6,-8.0,0,2,1,1,0.8833217753120666,1
2021-01-01,2020-21,Portland Trail Blazers,Golden State Warriors,4.0,25,21.0,0,2,3,-1,-1.1166782246879334,1
2021-01-02,2020-21,Sacramento Kings,Houston Rockets,4.0,-8,-12.0,0,2,2,0,-0.11667822468793343,1
2021-01-02,2020-21,Philadelphia 76ers,Charlotte Hornets,9.5,15,5.5,1,2,1,1,0.8833217753120666,1
2021-01-02,2020-21,Orlando Magic,Oklahoma City Thunder,7.5,-9,-16.5,1,2,2,0,-0.11667822468793343,1
2021-01-02,2020-21,Indiana Pacers,New York Knicks,9.0,-4,-13.0,1,2,2,0,-0.11667822468793343,1
2021-01-02,2020-21,Toronto Raptors,New Orleans Pelicans,1.0,-4,-5.0,0,2,2,0,-0.11667822468793343,1
2021-01-02,2020-21,Atlanta Hawks,Cleveland Cavaliers,6.5,-5,-11.5,1,1,2,-1,-1.1166782246879334,1
2021-01-03,2020-21,Boston Celtics,Detroit Pistons,8.0,2,-6.0,0,2,2,0,-0.11667822468793343,1
2021-01-03,2020-21,Brooklyn Nets,Washington Wizards,8.5,-1,-9.5,1,2,2,0,-0.11667822468793343,1
2021-01-03,2020-21,Los Angeles Lakers,Memphis Grizzlies,10.5,14,3.5,0,2,2,0,-0.11667822468793343,1
2021-01-03,2020-21,Utah Jazz,San Antonio Spurs,4.0,21,17.0,0,2,2,0,-0.11667822468793343,1
2021-01-03,2020-21,Denver Nuggets,Minnesota Timberwolves,8.5,15,6.5,0,2,2,0,-0.11667822468793343,1
2021-01-03,2020-21,Los Angeles Clippers,Phoenix Suns,1.5,5,3.5,0,2,2,0,-0.11667822468793343,1
2021-01-03,2020-21,Dallas Mavericks,Chicago Bulls,5.5,-10,-15.5,0,2,2,0,-0.11667822468793343,1
2021-01-03,2020-21,Portland Trail Blazers,Golden State Warriors,4.5,-15,-19.5,0,2,2,0,-0.11667822468793343,1
2021-01-04,2020-21,Philadelphia 76ers,Charlotte Hornets,9.5,17,7.5,1,2,2,0,-0.11667822468793343,1
2021-01-04,2020-21,Orlando Magic,Cleveland Cavaliers,5.0,20,15.0,1,2,2,0,-0.11667822468793343,1
2021-01-04,2020-21,Miami Heat,Oklahoma City Thunder,8.0,28,20.0,1,3,2,1,0.8833217753120666,1
2021-01-04,2020-21,Atlanta Hawks,New York Knicks,6.0,-5,-11.0,1,2,2,0,-0.11667822468793343,1
2021-01-04,2020-21,Toronto Raptors,Boston Celtics,2.5,-12,-14.5,1,2,1,1,0.8833217753120666,1
2021-01-04,2020-21,Houston Rockets,Dallas Mavericks,3.0,-13,-16.0,1,2,1,1,0.8833217753120666,1
2021-01-04,2020-21,Milwaukee Bucks,Detroit Pistons,15.0,10,-5.0,1,3,1,2,1.8833217753120666,1
2021-01-04,2020-21,Sacramento Kings,Golden State Warriors,2.0,-31,-33.0,0,2,1,1,0.8833217753120666,1
2021-01-05,2020-21,Utah Jazz,Brooklyn Nets,3.0,-34,-37.0,0,2,2,0,-0.11667822468793343,1
2021-01-05,2020-21,Los Angeles Lakers,Memphis Grizzlies,9.5,2,-7.5,0,2,2,0,-0.11667822468793343,1
2021-01-05,2020-21,Denver Nuggets,Minnesota Timberwolves,12.0,7,-5.0,1,2,2,0,-0.11667822468793343,1
2021-01-05,2020-21,Los Angeles Clippers,San Antonio Spurs,8.0,-3,-11.0,1,2,2,0,-0.11667822468793343,1
2021-01-05,2020-21,Portland Trail Blazers,Chicago Bulls,10.0,-3,-13.0,1,2,2,0,-0.11667822468793343,1
2021-01-06,2020-21,Indiana Pacers,Houston Rockets,1.5,7,5.5,1,2,2,0,-0.11667822468793343,1
2021-01-06,2020-21,Philadelphia 76ers,Washington Wizards,8.0,5,-3.0,1,2,3,-1,-1.1166782246879334,1
2021-01-06,2020-21,Orlando Magic,Cleveland Cavaliers,6.0,11,5.0,1,2,2,0,-0.11667822468793343,1
2021-01-06,2020-21,Miami Heat,Boston Celtics,3.5,-2,-5.5,1,2,2,0,-0.11667822468793343,1
2021-01-06,2020-21,Atlanta Hawks,Charlotte Hornets,6.5,-8,-14.5,1,2,2,0,-0.11667822468793343,1
2021-01-06,2020-21,Utah Jazz,New York Knicks,6.0,-12,-18.0,0,1,2,-1,-1.1166782246879334,1
2021-01-06,2020-21,New Orleans Pelicans,Oklahoma City Thunder,8.0,-1,-9.0,1,2,2,0,-0.11667822468793343,1
2021-01-06,2020-21,Milwaukee Bucks,Detroit Pistons,13.5,15,1.5,1,2,2,0,-0.11667822468793343,1
2021-01-06,2020-21,Phoenix Suns,Toronto Raptors,1.5,8,6.5,1,3,2,1,0.8833217753120666,1
2021-01-06,2020-21,Sacramento Kings,Chicago Bulls,6.0,4,-2.0,1,2,1,1,0.8833217753120666,1
2021-01-06,2020-21,Los Angeles Clippers,Golden State Warriors,4.0,7,3.0,0,1,2,-1,-1.1166782246879334,1
2021-01-07,2020-21,Philadelphia 76ers,Brooklyn Nets,3.0,-13,-16.0,0,1,2,-1,-1.1166782246879334,1
2021-01-07,2020-21,Memphis Grizzlies,Cleveland Cavaliers,3.5,-4,-7.5,1,2,1,1,0.8833217753120666,1
2021-01-07,2020-21,Portland Trail Blazers,Minnesota Timberwolves,10.0,18,8.0,1,2,2,0,-0.11667822468793343,1
2021-01-07,2020-21,Denver Nuggets,Dallas Mavericks,2.5,-7,-9.5,1,2,3,-1,-1.1166782246879334,1
2021-01-07,2020-21,Los Angeles Lakers,San Antonio Spurs,7.5,-9,-16.5,1,2,2,0,-0.11667822468793343,1
2021-01-08,2020-21,Phoenix Suns,Detroit Pistons,6.0,-5,-11.0,0,2,2,0,-0.11667822468793343,1
2021-01-08,2020-21,New Orleans Pelicans,Charlotte Hornets,8.5,-8,-16.5,1,2,2,0,-0.11667822468793343,1
2021-01-08,2020-21,Boston Celtics,Washington Wizards,5.5,9,3.5,1,2,2,0,-0.11667822468793343,1
2021-01-08,2020-21,New York Knicks,Oklahoma City Thunder,3.5,-12,-15.5,1,2,2,0,-0.11667822468793343,1
2021-01-08,2020-21,Milwaukee Bucks,Utah Jazz,8.0,-13,-21.0,1,2,2,0,-0.11667822468793343,1
2021-01-08,2020-21,Houston Rockets,Orlando Magic,4.5,42,37.5,1,2,2,0,-0.11667822468793343,1
2021-01-08,2020-21,Toronto Raptors,Sacramento Kings,5.0,21,16.0,0,2,2,0,-0.11667822468793343,1
2021-01-08,2020-21,Los Angeles Clippers,Golden State Warriors,4.0,-10,-14.0,0,2,2,0,-0.11667822468793343,1
2021-01-08,2020-21,Los Angeles Lakers,Chicago Bulls,10.0,2,-8.0,1,1,2,-1,-1.1166782246879334,1
2021-01-09,2020-21,Denver Nuggets,Philadelphia 76ers,4.0,12,8.0,0,2,2,0,-0.11667822468793343,1
2021-01-09,2020-21,Miami Heat,Washington Wizards,5.5,4,-1.5,0,3,1,2,1.8833217753120666,1
2021-01-09,2020-21,Atlanta Hawks,Charlotte Hornets,4.5,-8,-12.5,0,3,1,2,1.8833217753120666,1
2021-01-09,2020-21,Indiana Pacers,Phoenix Suns,3.0,-8,-11.0,1,3,1,2,1.8833217753120666,1
