date,season,fav_team,dog_team,spread,actual_margin,error,home,fav_rest,dog_rest,rest_diff_raw,rest_diff,anomalous
2015-04-04,2014-15,Charlotte Hornets,Philadelphia 76ers,9.5,1,-8.5,1,1,3,-2,-2.1166782246879334,0
2015-04-04,2014-15,Miami Heat,Detroit Pistons,1.0,-1,-2.0,0,2,1,1,0.8833217753120666,0
2015-04-04,2014-15,Toronto Raptors,Boston Celtics,4.0,-1,-5.0,1,1,1,0,-0.11667822468793343,0
2015-04-04,2014-15,Atlanta Hawks,Brooklyn Nets,7.5,32,24.5,1,4,1,3,2.8833217753120666,0
2015-04-04,2014-15,Memphis Grizzlies,Washington Wizards,7.5,-9,-16.5,1,1,1,0,-0.11667822468793343,0
2015-04-04,2014-15,Milwaukee Bucks,Orlando Magic,7.5,-7,-14.5,1,1,1,0,-0.11667822468793343,0
2015-04-04,2014-15,Golden State Warriors,Dallas Mavericks,3.5,13,9.5,0,2,2,0,-0.11667822468793343,0
2015-04-04,2014-15,Los Angeles Clippers,Denver Nuggets,6.5,15,8.5,0,3,1,2,1.8833217753120666,0
2015-04-04,2014-15,Phoenix Suns,Utah Jazz,1.5,2,0.5,1,2,3,-1,-1.1166782246879334,0
2015-04-04,2014-15,Portland Trail Blazers,New Orleans Pelicans,4.0,9,5.0,1,1,1,0,-0.11667822468793343,0
2015-04-05,2014-15,Houston Rockets,Oklahoma City Thunder,1.0,3,2.0,0,3,2,1,0.8833217753120666,0
2015-04-05,2014-15,Cleveland Cavaliers,Chicago Bulls,8.0,5,-3.0,1,3,2,1,0.8833217753120666,0
2015-04-05,2014-15,Indiana Pacers,Miami Heat,6.0,23,17.0,1,2,1,1,0.8833217753120666,0
2015-04-05,2014-15,San Antonio Spurs,Golden State Warriors,4.5,15,10.5,1,2,1,1,0.8833217753120666,0
2015-04-05,2014-15,New York Knicks,Philadelphia 76ers,1.0,10,9.0,1,2,1,1,0.8833217753120666,0
2015-04-05,2014-15,Los Angeles Clippers,Los Angeles Lakers,12.0,28,16.0,0,1,2,-1,-1.1166782246879334,0
2015-04-06,2014-15,Brooklyn Nets,Portland Trail Blazers,5.0,10,5.0,1,2,2,0,-0.11667822468793343,0
2015-04-07,2014-15,Miami Heat,Charlotte Hornets,4.0,5,1.0,1,2,3,-1,-1.1166782246879334,0
2015-04-07,2014-15,Atlanta Hawks,Phoenix Suns,8.5,27,18.5,1,3,3,0,-0.11667822468793343,0
2015-04-07,2014-15,San Antonio Spurs,Oklahoma City Thunder,4.5,25,20.5,0,2,2,0,-0.11667822468793343,0
2015-04-07,2014-15,Golden State Warriors,New Orleans Pelicans,4.0,-3,-7.0,0,2,3,-1,-1.1166782246879334,0
2015-04-07,2014-15,Sacramento Kings,Minnesota Timberwolves,10.0,5,-5.0,1,2,4,-2,-2.1166782246879334,0
2015-04-07,2014-15,Los Angeles Clippers,Los Angeles Lakers,17.5,5,-12.5,1,2,2,0,-0.11667822468793343,0
2015-04-08,2014-15,Washington Wizards,Philadelphia 76ers,6.0,29,23.0,0,4,3,1,0.8833217753120666,0
2015-04-08,2014-15,Chicago Bulls,Orlando Magic,8.5,-2,-10.5,0,3,4,-1,-1.1166782246879334,0
2015-04-08,2014-15,Toronto Raptors,Charlotte Hornets,2.5,18,15.5,0,4,1,3,2.8833217753120666,0
2015-04-08,2014-15,Indiana Pacers,New York Knicks,12.0,16,4.0,0,3,3,0,-0.11667822468793343,0
2015-04-08,2014-15,Brooklyn Nets,Atlanta Hawks,5.5,-3,-8.5,1,2,1,1,0.8833217753120666,0
2015-04-08,2014-15,Boston Celtics,Detroit Pistons,1.0,10,9.0,0,4,4,0,-0.11667822468793343,0
2015-04-08,2014-15,Cleveland Cavaliers,Milwaukee Bucks,7.0,5,-2.0,0,3,4,-1,-1.1166782246879334,0
2015-04-08,2014-15,Memphis Grizzlies,New Orleans Pelicans,4.5,36,31.5,1,4,1,3,2.8833217753120666,0
2015-04-08,2014-15,San Antonio Spurs,Houston Rockets,6.0,12,6.0,1,1,3,-2,-2.1166782246879334,0
2015-04-08,2014-15,Utah Jazz,Sacramento Kings,11.0,12,1.0,1,3,1,2,1.8833217753120666,0
2015-04-08,2014-15,Denver Nuggets,Los Angeles Lakers,11.5,18,6.5,1,4,1,3,2.8833217753120666,0
2015-04-08,2014-15,Dallas Mavericks,Phoenix Suns,8.0,3,-5.0,1,4,1,3,2.8833217753120666,0
2015-04-08,2014-15,Portland Trail Blazers,Minnesota Timberwolves,16.5,25,8.5,1,2,1,1,0.8833217753120666,0
2015-04-09,2014-15,Miami Heat,Chicago Bulls,1.0,-11,-12.0,1,2,1,1,0.8833217753120666,0
2015-04-09,2014-15,Golden State Warriors,Portland Trail Blazers,9.0,11,2.0,1,2,1,1,0.8833217753120666,0
2015-04-10,2014-15,Toronto Raptors,Orlando Magic,6.0,2,-4.0,0,2,2,0,-0.11667822468793343,0
2015-04-10,2014-15,Indiana Pacers,Detroit Pistons,3.5,4,0.5,0,2,2,0,-0.11667822468793343,0
2015-04-10,2014-15,Milwaukee Bucks,New York Knicks,9.0,8,-1.0,0,2,2,0,-0.11667822468793343,0
2015-04-10,2014-15,Atlanta Hawks,Charlotte Hornets,10.0,24,14.0,1,2,2,0,-0.11667822468793343,0
2015-04-10,2014-15,Cleveland Cavaliers,Boston Celtics,5.5,-9,-14.5,1,2,2,0,-0.11667822468793343,0
2015-04-10,2014-15,Brooklyn Nets,Washington Wizards,3.5,37,33.5,1,2,2,0,-0.11667822468793343,0
2015-04-10,2014-15,New Orleans Pelicans,Phoenix Suns,8.5,15,6.5,1,2,2,0,-0.11667822468793343,0
2015-04-10,2014-15,Oklahoma City Thunder,Sacramento Kings,12.5,13,0.5,1,3,2,1,0.8833217753120666,0
2015-04-10,2014-15,San Antonio Spurs,Houston Rockets,1.0,1,0.0,0,2,2,0,-0.11667822468793343,0
2015-04-10,2014-15,Denver Nuggets,Dallas Mavericks,3.5,-1,-4.5,1,2,2,0,-0.11667822468793343,0
2015-04-10,2014-15,Memphis Grizzlies,Utah Jazz,2.5,1,-1.5,0,2,2,0,-0.11667822468793343,0
2015-04-10,2014-15,Los Angeles Lakers,Minnesota Timberwolves,5.5,8,2.5,1,2,2,0,-0.11667822468793343,0
2015-04-11,2014-15,Orlando Magic,New York Knicks,10.0,-1,-11.0,1,1,1,0,-0.11667822468793343,0
2015-04-11,2014-15,Miami Heat,Toronto Raptors,3.0,-3,-6.0,1,2,1,1,0.8833217753120666,0
2015-04-11,2014-15,Chicago Bulls,Philadelphia 76ers,13.5,7,-6.5,1,2,3,-1,-1.1166782246879334,0
2015-04-11,2014-15,Los Angeles Clippers,Memphis Grizzlies,7.0,8,1.0,1,4,1,3,2.8833217753120666,0
2015-04-11,2014-15,Portland Trail Blazers,Utah Jazz,8.0,-6,-14.0,1,2,1,1,0.8833217753120666,0
2015-04-11,2014-15,Golden State Warriors,Minnesota Timberwolves,19.0,9,-10.0,1,2,1,1,0.8833217753120666,0
2015-04-12,2014-15,Milwaukee Bucks,Brooklyn Nets,1.0,23,22.0,1,2,2,0,-0.11667822468793343,0
2015-04-12,2014-15,Boston Celtics,Cleveland Cavaliers,2.0,39,37.0,1,2,2,0,-0.11667822468793343,0
2015-04-12,2014-15,Detroit Pistons,Charlotte Hornets,6.0,39,33.0,1,2,2,0,-0.11667822468793343,0
2015-04-12,2014-15,Denver Nuggets,Sacramento Kings,8.5,11,2.5,1,2,2,0,-0.11667822468793343,0
2015-04-12,2014-15,Washington Wizards,Atlanta Hawks,3.0,9,6.0,1,2,2,0,-0.11667822468793343,0
2015-04-12,2014-15,Indiana Pacers,Oklahoma City Thunder,2.0,12,10.0,1,2,2,0,-0.11667822468793343,0
2015-04-12,2014-15,Houston Rockets,New Orleans Pelicans,4.0,7,3.0,1,2,2,0,-0.11667822468793343,0
2015-04-12,2014-15,San Antonio Spurs,Phoenix Suns,14.5,16,1.5,1,2,2,0,-0.11667822468793343,0
2015-04-12,2014-15,Dallas Mavericks,Los Angeles Lakers,6.0,14,8.0,0,2,2,0,-0.11667822468793343,0
2015-04-13,2014-15,Houston Rockets,Charlotte Hornets,8.5,10,1.5,0,1,1,0,-0.11667822468793343,0
2015-04-13,2014-15,Milwaukee Bucks,Philadelphia 76ers,3.5,10,6.5,0,1,2,-1,-1.1166782246879334,0
2015-04-13,2014-15,Cleveland Cavaliers,Detroit Pistons,8.5,12,3.5,1,1,1,0,-0.11667822468793343,0
2015-04-13,2014-15,Atlanta Hawks,New York Knicks,14.0,-4,-18.0,1,1,2,-1,-1.1166782246879334,0
2015-04-13,2014-15,Miami Heat,Orlando Magic,9.5,7,-2.5,1,2,2,0,-0.11667822468793343,0
2015-04-13,2014-15,New Orleans Pelicans,Minnesota Timberwolves,10.5,12,1.5,0,1,2,-1,-1.1166782246879334,0
2015-04-13,2014-15,Oklahoma City Thunder,Portland Trail Blazers,6.0,11,5.0,1,1,2,-1,-1.1166782246879334,0
2015-04-13,2014-15,Utah Jazz,Dallas Mavericks,10.5,17,6.5,1,2,1,1,0.8833217753120666,0
2015-04-13,2014-15,Sacramento Kings,Los Angeles Lakers,4.0,10,6.0,1,1,1,0,-0.11667822468793343,0
2015-04-13,2014-15,Golden State Warriors,Memphis Grizzlies,8.5,4,-4.5,1,2,2,0,-0.11667822468793343,0
2015-04-13,2014-15,Los Angeles Clippers,Denver Nuggets,15.5,7,-8.5,1,2,1,1,0.8833217753120666,0
2015-04-14,2014-15,Toronto Raptors,Boston Celtics,4.0,-2,-6.0,0,3,2,1,0.8833217753120666,0
2015-04-14,2014-15,Indiana Pacers,Washington Wizards,5.0,4,-1.0,1,2,2,0,-0.11667822468793343,0
2015-04-14,2014-15,Los Angeles Clippers,Phoenix Suns,8.5,11,2.5,0,1,2,-1,-1.1166782246879334,0
2015-04-15,2014-15,Toronto Raptors,Charlotte Hornets,11.5,5,-6.5,1,1,2,-1,-1.1166782246879334,0
2015-04-15,2014-15,Oklahoma City Thunder,Minnesota Timberwolves,14.0,25,11.0,0,2,2,0,-0.11667822468793343,0
2015-04-15,2014-15,Chicago Bulls,Atlanta Hawks,3.0,6,3.0,1,2,2,0,-0.11667822468793343,0
2015-04-15,2014-15,Dallas Mavericks,Portland Trail Blazers,6.0,16,10.0,1,2,2,0,-0.11667822468793343,0
2015-04-15,2014-15,Houston Rockets,Utah Jazz,9.5,26,16.5,1,2,2,0,-0.11667822468793343,0
2015-04-15,2014-15,San Antonio Spurs,New Orleans Pelicans,5.5,-5,-10.5,0,3,2,1,0.8833217753120666,0
2015-04-15,2014-15,Cleveland Cavaliers,Washington Wizards,10.0,5,-5.0,1,2,1,1,0.8833217753120666,0
2015-04-15,2014-15,Brooklyn Nets,Orlando Magic,9.0,13,4.0,1,2,2,0,-0.11667822468793343,0
2015-04-15,2014-15,Milwaukee Bucks,Boston Celtics,4.0,-5,-9.0,1,2,1,1,0.8833217753120666,0
2015-04-15,2014-15,Detroit Pistons,New York Knicks,5.5,22,16.5,0,2,2,0,-0.11667822468793343,0
2015-04-15,2014-15,Indiana Pacers,Memphis Grizzlies,4.5,-12,-16.5,0,1,2,-1,-1.1166782246879334,0
2015-04-15,2014-15,Philadelphia 76ers,Miami Heat,2.5,-4,-6.5,1,2,2,0,-0.11667822468793343,0
2015-04-15,2014-15,Golden State Warriors,Denver Nuggets,11.5,7,-4.5,1,2,2,0,-0.11667822468793343,0
2015-04-15,2014-15,Los Angeles Lakers,Sacramento Kings,3.5,-23,-26.5,1,2,2,0,-0.11667822468793343,0
2015-10-27,2015-16,Chicago Bulls,Cleveland Cavaliers,2.0,2,0.0,1,5,5,0,-0.11667822468793343,0
2015-10-27,2015-16,Atlanta Hawks,Detroit Pistons,7.0,-12,-19.0,1,5,5,0,-0.11667822468793343,0
2015-10-27,2015-16,Golden State Warriors,New Orleans Pelicans,9.5,16,6.5,1,5,5,0,-0.11667822468793343,0
2015-10-28,2015-16,Washington Wizards,Orlando Magic,3.5,1,-2.5,0,5,5,0,-0.11667822468793343,0
2015-10-28,2015-16,Boston Celtics,Philadelphia 76ers,11.0,17,6.0,1,5,5,0,-0.11667822468793343,0
2015-10-28,2015-16,Toronto Raptors,Indiana Pacers,5.5,7,1.5,1,5,5,0,-0.11667822468793343,0
2015-10-28,2015-16,Chicago Bulls,Brooklyn Nets,6.0,15,9.0,0,1,5,-4,-4.116678224687933,0
2015-10-28,2015-16,Miami Heat,Charlotte Hornets,6.5,10,3.5,1,5,5,0,-0.11667822468793343,0
2015-10-28,2015-16,Detroit Pistons,Utah Jazz,2.0,5,3.0,1,1,5,-4,-4.116678224687933,0
2015-10-28,2015-16,Oklahoma City Thunder,San Antonio Spurs,5.0,6,1.0,1,5,5,0,-0.11667822468793343,0
2015-10-28,2015-16,Milwaukee Bucks,New York Knicks,6.5,-25,-31.5,1,5,5,0,-0.11667822468793343,0
2015-10-28,2015-16,Houston Rockets,Denver Nuggets,10.0,-20,-30.0,1,5,5,0,-0.11667822468793343,0
2015-10-28,2015-16,Memphis Grizzlies,Cleveland Cavaliers,6.0,-30,-36.0,1,5,1,4,3.8833217753120666,0
2015-10-28,2015-16,Portland Trail Blazers,New Orleans Pelicans,2.5,18,15.5,1,5,1,4,3.8833217753120666,0
2015-10-28,2015-16,Phoenix Suns,Dallas Mavericks,4.5,-16,-20.5,1,5,5,0,-0.11667822468793343,0
2015-10-28,2015-16,Los Angeles Clippers,Sacramento Kings,5.0,7,2.0,0,5,5,0,-0.11667822468793343,0
2015-10-28,2015-16,Los Angeles Lakers,Minnesota Timberwolves,3.5,-1,-4.5,1,5,5,0,-0.11667822468793343,0
2015-10-29,2015-16,Memphis Grizzlies,Indiana Pacers,3.0,9,6.0,0,1,1,0,-0.11667822468793343,0
2015-10-29,2015-16,Atlanta Hawks,New York Knicks,4.0,11,7.0,0,2,1,1,0.8833217753120666,0
2015-10-29,2015-16,Los Angeles Clippers,Dallas Mavericks,9.0,16,7.0,1,1,1,0,-0.11667822468793343,0
2015-10-30,2015-16,Cleveland Cavaliers,Miami Heat,7.0,10,3.0,1,2,2,0,-0.11667822468793343,0
2015-10-30,2015-16,Utah Jazz,Philadelphia 76ers,7.5,28,20.5,0,2,2,0,-0.11667822468793343,0
2015-10-30,2015-16,Oklahoma City Thunder,Orlando Magic,6.5,3,-3.5,0,2,2,0,-0.11667822468793343,0
2015-10-30,2015-16,Boston Celtics,Toronto Raptors,1.5,-10,-11.5,1,2,2,0,-0.11667822468793343,0
2015-10-30,2015-16,Chicago Bulls,Detroit Pistons,3.0,-4,-7.0,0,2,2,0,-0.11667822468793343,0
2015-10-30,2015-16,Washington Wizards,Milwaukee Bucks,1.0,5,4.0,0,2,2,0,-0.11667822468793343,0
2015-10-30,2015-16,Atlanta Hawks,Charlotte Hornets,5.0,3,-2.0,1,1,2,-1,-1.1166782246879334,0
2015-10-30,2015-16,San Antonio Spurs,Brooklyn Nets,13.5,27,13.5,1,2,2,0,-0.11667822468793343,0
2015-10-30,2015-16,Denver Nuggets,Minnesota Timberwolves,5.0,-17,-22.0,1,2,2,0,-0.11667822468793343,0
2015-10-30,2015-16,Sacramento Kings,Los Angeles Lakers,5.5,18,12.5,1,2,2,0,-0.11667822468793343,0
2015-10-30,2015-16,Phoenix Suns,Portland Trail Blazers,5.0,18,13.0,1,2,2,0,-0.11667822468793343,0
2015-10-31,2015-16,Indiana Pacers,Utah Jazz,4.5,-21,-25.5,1,2,1,1,0.8833217753120666,0
2015-10-31,2015-16,Washington Wizards,New York Knicks,7.0,-7,-14.0,1,1,2,-1,-1.1166782246879334,0
2015-10-31,2015-16,Golden State Warriors,New Orleans Pelicans,5.0,14,9.0,0,1,3,-2,-2.1166782246879334,0
2015-10-31,2015-16,Memphis Grizzlies,Brooklyn Nets,12.0,10,-2.0,1,2,1,1,0.8833217753120666,0
2015-10-31,2015-16,Portland Trail Blazers,Phoenix Suns,3.5,-11,-14.5,1,1,1,0,-0.11667822468793343,0
2015-10-31,2015-16,Los Angeles Clippers,Sacramento Kings,11.5,5,-6.5,1,2,1,1,0.8833217753120666,0
2015-11-01,2015-16,Atlanta Hawks,Charlotte Hornets,1.0,2,1.0,0,2,2,0,-0.11667822468793343,0
2015-11-01,2015-16,San Antonio Spurs,Boston Celtics,4.0,8,4.0,0,2,2,0,-0.11667822468793343,0
2015-11-01,2015-16,Toronto Raptors,Milwaukee Bucks,7.0,19,12.0,1,2,2,0,-0.11667822468793343,0
2015-11-01,2015-16,Miami Heat,Houston Rockets,1.5,20,18.5,1,2,2,0,-0.11667822468793343,0
2015-11-01,2015-16,Chicago Bulls,Orlando Magic,9.0,5,-4.0,1,2,2,0,-0.11667822468793343,0
2015-11-01,2015-16,Oklahoma City Thunder,Denver Nuggets,12.5,24,11.5,1,2,2,0,-0.11667822468793343,0
2015-11-01,2015-16,Dallas Mavericks,Los Angeles Lakers,1.0,10,9.0,0,3,2,1,0.8833217753120666,0
2015-11-02,2015-16,Cleveland Cavaliers,Philadelphia 76ers,12.5,7,-5.5,0,3,3,0,-0.11667822468793343,0
2015-11-02,2015-16,San Antonio Spurs,New York Knicks,7.0,10,3.0,0,1,2,-1,-1.1166782246879334,0
2015-11-02,2015-16,Milwaukee Bucks,Brooklyn Nets,1.0,7,6.0,0,1,2,-1,-1.1166782246879334,0
2015-11-02,2015-16,Oklahoma City Thunder,Houston Rockets,1.0,-5,-6.0,0,1,1,0,-0.11667822468793343,0
2015-11-02,2015-16,Minnesota Timberwolves,Portland Trail Blazers,5.0,-5,-10.0,1,3,2,1,0.8833217753120666,0
2015-11-02,2015-16,Golden State Warriors,Memphis Grizzlies,7.5,50,42.5,1,2,2,0,-0.11667822468793343,0
2015-11-02,2015-16,Los Angeles Clippers,Phoenix Suns,10.0,6,-4.0,1,2,2,0,-0.11667822468793343,0
2015-11-03,2015-16,Chicago Bulls,Charlotte Hornets,3.0,-25,-28.0,0,2,2,0,-0.11667822468793343,0
2015-11-03,2015-16,Miami Heat,Atlanta Hawks,3.0,-6,-9.0,1,2,2,0,-0.11667822468793343,0
2015-11-03,2015-16,Detroit Pistons,Indiana Pacers,4.5,-12,-16.5,1,4,3,1,0.8833217753120666,0
2015-11-03,2015-16,New Orleans Pelicans,Orlando Magic,4.0,-9,-13.0,1,3,2,1,0.8833217753120666,0
2015-11-03,2015-16,Toronto Raptors,Dallas Mavericks,1.0,11,10.0,0,2,2,0,-0.11667822468793343,0
2015-11-03,2015-16,Memphis Grizzlies,Sacramento Kings,6.0,14,8.0,0,1,3,-2,-2.1166782246879334,0
2015-11-04,2015-16,San Antonio Spurs,Washington Wizards,3.5,-3,-6.5,0,2,4,-2,-2.1166782246879334,0
2015-11-04,2015-16,Boston Celtics,Indiana Pacers,2.0,-2,-4.0,0,3,1,2,1.8833217753120666,0
2015-11-04,2015-16,Cleveland Cavaliers,New York Knicks,10.5,10,-0.5,1,2,2,0,-0.11667822468793343,0
2015-11-04,2015-16,Atlanta Hawks,Brooklyn Nets,9.5,14,4.5,1,1,2,-1,-1.1166782246879334,0
2015-11-04,2015-16,Milwaukee Bucks,Philadelphia 76ers,11.0,4,-7.0,1,2,2,0,-0.11667822468793343,0
2015-11-04,2015-16,Houston Rockets,Orlando Magic,9.0,5,-4.0,1,2,1,1,0.8833217753120666,0
2015-11-04,2015-16,Oklahoma City Thunder,Toronto Raptors,8.5,-5,-13.5,1,2,1,1,0.8833217753120666,0
2015-11-04,2015-16,Utah Jazz,Portland Trail Blazers,5.5,-16,-21.5,1,4,2,2,1.8833217753120666,0
2015-11-04,2015-16,Phoenix Suns,Sacramento Kings,7.0,21,14.0,1,2,1,1,0.8833217753120666,0
2015-11-04,2015-16,Golden State Warriors,Los Angeles Clippers,8.5,4,-4.5,1,2,2,0,-0.11667822468793343,0
2015-11-05,2015-16,Chicago Bulls,Oklahoma City Thunder,1.5,6,4.5,1,2,1,1,0.8833217753120666,0
2015-11-05,2015-16,Miami Heat,Minnesota Timberwolves,2.5,12,9.5,0,2,3,-1,-1.1166782246879334,0
2015-11-05,2015-16,Dallas Mavericks,Charlotte Hornets,4.5,-14,-18.5,1,2,2,0,-0.11667822468793343,0
2015-11-05,2015-16,Utah Jazz,Denver Nuggets,2.0,12,10.0,0,1,2,-1,-1.1166782246879334,0
2015-11-05,2015-16,Memphis Grizzlies,Portland Trail Blazers,4.0,-19,-23.0,0,2,1,1,0.8833217753120666,0
2015-11-06,2015-16,Toronto Raptors,Orlando Magic,5.5,-5,-10.5,0,2,2,0,-0.11667822468793343,0
2015-11-06,2015-16,Brooklyn Nets,Los Angeles Lakers,3.5,-6,-9.5,1,2,3,-1,-1.1166782246879334,0
2015-11-06,2015-16,Boston Celtics,Washington Wizards,1.5,20,18.5,1,2,2,0,-0.11667822468793343,0
2015-11-06,2015-16,Cleveland Cavaliers,Philadelphia 76ers,15.5,6,-9.5,1,2,2,0,-0.11667822468793343,0
2015-11-06,2015-16,New York Knicks,Milwaukee Bucks,1.5,-7,-8.5,1,2,2,0,-0.11667822468793343,0
2015-11-06,2015-16,Miami Heat,Indiana Pacers,1.0,-3,-4.0,0,1,2,-1,-1.1166782246879334,0
2015-11-06,2015-16,Atlanta Hawks,New Orleans Pelicans,2.0,6,4.0,0,2,3,-1,-1.1166782246879334,0
2015-11-06,2015-16,Phoenix Suns,Detroit Pistons,4.0,-8,-12.0,1,2,3,-1,-1.1166782246879334,0
2015-11-06,2015-16,Houston Rockets,Sacramento Kings,4.0,6,2.0,0,2,2,0,-0.11667822468793343,0
2015-11-06,2015-16,Golden State Warriors,Denver Nuggets,16.5,15,-1.5,1,2,1,1,0.8833217753120666,0
2015-11-07,2015-16,Chicago Bulls,Minnesota Timberwolves,9.0,-9,-18.0,1,2,2,0,-0.11667822468793343,0
2015-11-07,2015-16,Orlando Magic,Philadelphia 76ers,4.5,8,3.5,0,1,1,0,-0.11667822468793343,0
2015-11-07,2015-16,Atlanta Hawks,Washington Wizards,3.5,15,11.5,1,1,1,0,-0.11667822468793343,0
2015-11-07,2015-16,San Antonio Spurs,Charlotte Hornets,10.5,20,9.5,1,3,2,1,0.8833217753120666,0
2015-11-07,2015-16,Milwaukee Bucks,Brooklyn Nets,7.0,8,1.0,1,1,1,0,-0.11667822468793343,0
2015-11-07,2015-16,Dallas Mavericks,New Orleans Pelicans,4.5,9,4.5,1,2,1,1,0.8833217753120666,0
2015-11-07,2015-16,Utah Jazz,Memphis Grizzlies,1.0,10,9.0,1,2,2,0,-0.11667822468793343,0
2015-11-07,2015-16,Golden State Warriors,Sacramento Kings,11.5,9,-2.5,0,1,1,0,-0.11667822468793343,0
2015-11-07,2015-16,Los Angeles Clippers,Houston Rockets,7.0,-4,-11.0,1,3,1,2,1.8833217753120666,0
2015-11-08,2015-16,New York Knicks,Los Angeles Lakers,4.5,4,-0.5,1,2,2,0,-0.11667822468793343,0
2015-11-08,2015-16,Cleveland Cavaliers,Indiana Pacers,7.0,4,-3.0,1,2,2,0,-0.11667822468793343,0
2015-11-08,2015-16,Miami Heat,Toronto Raptors,2.0,20,18.0,1,2,2,0,-0.11667822468793343,0
2015-11-08,2015-16,Oklahoma City Thunder,Phoenix Suns,9.0,21,12.0,1,3,2,1,0.8833217753120666,0
2015-11-08,2015-16,Portland Trail Blazers,Detroit Pistons,1.5,-17,-18.5,1,3,2,1,0.8833217753120666,0
2015-11-09,2015-16,Chicago Bulls,Philadelphia 76ers,8.5,23,14.5,0,2,2,0,-0.11667822468793343,0
2015-11-09,2015-16,Indiana Pacers,Orlando Magic,4.0,13,9.0,1,1,2,-1,-1.1166782246879334,0
2015-11-09,2015-16,Atlanta Hawks,Minnesota Timberwolves,9.0,-10,-19.0,1,2,2,0,-0.11667822468793343,0
2015-11-09,2015-16,Portland Trail Blazers,Denver Nuggets,2.5,-4,-6.5,0,1,3,-2,-2.1166782246879334,0
2015-11-09,2015-16,San Antonio Spurs,Sacramento Kings,9.0,18,9.0,0,2,2,0,-0.11667822468793343,0
2015-11-09,2015-16,Los Angeles Clippers,Memphis Grizzlies,6.5,2,-4.5,1,2,2,0,-0.11667822468793343,0
2015-11-09,2015-16,Golden State Warriors,Detroit Pistons,14.0,14,0.0,1,2,1,1,0.8833217753120666,0
2015-11-10,2015-16,Oklahoma City Thunder,Washington Wizards,4.0,24,20.0,0,2,3,-1,-1.1166782246879334,0
2015-11-10,2015-16,Cleveland Cavaliers,Utah Jazz,5.5,4,-1.5,1,2,3,-1,-1.1166782246879334,0
2015-11-10,2015-16,Miami Heat,Los Angeles Lakers,11.0,13,2.0,1,2,2,0,-0.11667822468793343,0
2015-11-10,2015-16,Toronto Raptors,New York Knicks,9.0,-2,-11.0,1,2,2,0,-0.11667822468793343,0
2015-11-10,2015-16,New Orleans Pelicans,Dallas Mavericks,1.5,15,13.5,1,3,3,0,-0.11667822468793343,0
2015-11-10,2015-16,Charlotte Hornets,Minnesota Timberwolves,1.5,9,7.5,0,3,1,2,1.8833217753120666,0
2015-11-10,2015-16,Boston Celtics,Milwaukee Bucks,1.0,16,15.0,0,4,3,1,0.8833217753120666,0
2015-11-11,2015-16,Orlando Magic,Los Angeles Lakers,7.5,2,-5.5,1,2,1,1,0.8833217753120666,0
2015-11-11,2015-16,Toronto Raptors,Philadelphia 76ers,10.5,16,5.5,0,1,2,-1,-1.1166782246879334,0
2015-11-11,2015-16,Charlotte Hornets,New York Knicks,4.5,2,-2.5,1,1,1,0,-0.11667822468793343,0
2015-11-11,2015-16,Boston Celtics,Indiana Pacers,4.0,-11,-15.0,1,1,2,-1,-1.1166782246879334,0
2015-11-11,2015-16,Los Angeles Clippers,Dallas Mavericks,6.0,-10,-16.0,0,2,1,1,0.8833217753120666,0
2015-11-11,2015-16,Atlanta Hawks,New Orleans Pelicans,9.0,8,-1.0,1,2,1,1,0.8833217753120666,0
2015-11-11,2015-16,Golden State Warriors,Memphis Grizzlies,5.0,16,11.0,0,2,2,0,-0.11667822468793343,0
2015-11-11,2015-16,Houston Rockets,Brooklyn Nets,12.0,-8,-20.0,1,4,4,0,-0.11667822468793343,0
2015-11-11,2015-16,Denver Nuggets,Milwaukee Bucks,1.5,1,-0.5,1,2,1,1,0.8833217753120666,0
2015-11-11,2015-16,Detroit Pistons,Sacramento Kings,1.5,-9,-10.5,0,2,2,0,-0.11667822468793343,0
2015-11-11,2015-16,San Antonio Spurs,Portland Trail Blazers,7.0,12,5.0,0,2,2,0,-0.11667822468793343,0
2015-11-12,2015-16,Miami Heat,Utah Jazz,4.5,1,-3.5,1,2,2,0,-0.11667822468793343,0
2015-11-12,2015-16,Golden State Warriors,Minnesota Timberwolves,8.0,13,5.0,0,1,2,-1,-1.1166782246879334,0
2015-11-12,2015-16,Phoenix Suns,Los Angeles Clippers,3.5,14,10.5,1,4,1,3,2.8833217753120666,0
2015-11-13,2015-16,Utah Jazz,Orlando Magic,1.0,-9,-10.0,0,1,2,-1,-1.1166782246879334,0
2015-11-13,2015-16,Indiana Pacers,Minnesota Timberwolves,6.5,4,-2.5,1,2,1,1,0.8833217753120666,0
2015-11-13,2015-16,Cleveland Cavaliers,New York Knicks,6.0,6,0.0,0,3,2,1,0.8833217753120666,0
2015-11-13,2015-16,Toronto Raptors,New Orleans Pelicans,9.0,19,10.0,1,2,2,0,-0.11667822468793343,0
2015-11-13,2015-16,Oklahoma City Thunder,Philadelphia 76ers,11.5,17,5.5,1,3,2,1,0.8833217753120666,0
2015-11-13,2015-16,Memphis Grizzlies,Portland Trail Blazers,5.5,1,-4.5,1,2,2,0,-0.11667822468793343,0
2015-11-13,2015-16,Chicago Bulls,Charlotte Hornets,6.5,5,-1.5,1,4,2,2,1.8833217753120666,0
2015-11-13,2015-16,Dallas Mavericks,Los Angeles Lakers,7.5,8,0.5,1,2,2,0,-0.11667822468793343,0
